Month,DayofMonth,DayOfWeek,DepTime,Distance,dep_delayed_15min
48338,6,20,1,1141,1237,0
66515,7,22,6,1629,4184,0
67312,3,1,3,2100,533,0
27533,12,14,4,1115,1460,1
28857,12,22,4,1706,507,0
79578,1,23,7,1457,649,0
7951,1,18,2,735,1593,0
43190,5,31,2,1317,930,0
79971,5,16,2,1932,329,1
1546,8,25,5,2035,678,1
29571,1,15,6,1602,223,0
40337,11,18,6,1500,853,0
6139,2,9,3,906,102,0
80089,9,3,6,1647,839,0
25106,3,25,5,1853,696,0
30038,1,19,3,701,1979,0
91916,12,18,1,1052,180,0
74343,10,8,6,1527,1133,1
80745,8,1,2,1255,680,0
14943,9,14,4,916,879,0
74835,7,30,7,1836,247,0
33120,10,5,4,2016,998,1
42402,3,1,3,641,1726,0
27696,11,8,2,1700,365,0
77213,3,15,2,615,611,0
58081,6,29,3,624,562,0
97052,10,7,5,1127,849,0
6455,8,22,1,2058,802,0
48687,10,19,4,754,719,0
46274,8,25,5,1201,550,0
58092,9,22,5,552,407,0
41777,7,21,5,914,334,0
76306,5,6,5,1018,410,0
12604,2,2,3,1757,861,0
29921,5,21,6,1427,1536,0
34472,3,25,5,706,628,0
4170,10,3,1,1911,1189,1
13629,3,7,2,752,406,0
46053,11,29,2,1411,793,0
44040,1,13,5,1654,371,0
47332,6,14,3,1043,588,0
29343,4,3,7,1213,595,1
23952,11,15,2,1519,745,0
56399,10,12,4,2126,588,0
76227,5,7,7,1636,100,0
42316,7,19,2,1037,491,0
73920,4,2,7,1959,1013,0
39297,9,5,1,2015,451,0
69738,6,14,3,1117,954,0
59729,9,26,2,820,557,0
13954,11,11,5,809,1589,0
43772,7,20,3,2220,692,1
98895,8,5,5,520,422,0
87285,4,8,5,1716,1069,1
14798,2,14,1,1555,84,0
72795,6,29,4,1018,321,1
58325,7,18,1,2242,487,1
59449,5,25,3,730,1750,0
42127,11,12,6,604,337,0
24083,3,24,5,1221,337,0
78967,6,12,1,1627,542,0
24965,6,10,6,1830,338,0
13240,7,15,5,1450,701,0
17100,7,15,6,1201,235,0
42907,1,23,1,1714,651,0
32534,10,20,4,2136,1068,1
90855,9,15,5,1924,270,1
490,5,5,5,713,446,0
40049,7,15,5,2156,1055,0
68380,7,11,1,2132,1536,0
23310,11,17,5,727,217,0
84476,11,15,2,1739,764,0
80088,7,5,3,1410,866,0
60940,7,4,2,1040,123,0
36049,3,29,2,2107,1024,1
23761,7,4,1,1611,155,0
58261,2,25,5,1434,813,0
84672,3,31,5,723,765,0
89830,6,29,4,923,427,0
85048,9,11,7,1654,647,1
30135,1,3,2,1040,191,1
59952,5,20,5,709,408,0
31245,12,5,2,848,765,0
49601,10,8,7,1850,264,0
58191,6,1,3,1424,447,0
60319,7,22,6,1552,290,1
38764,7,4,2,759,1464,0
27378,5,20,5,846,264,0
86382,7,10,1,1620,317,0
74963,12,22,5,2231,86,0
84799,5,18,4,1030,2465,0
27820,1,23,1,1340,641,1
86853,7,18,2,1528,325,0
32902,12,19,2,1714,954,0
87229,3,24,4,556,305,0
28960,1,30,7,1206,1518,0
62852,12,19,1,1050,984,0
36434,2,26,6,1333,130,0
60449,3,4,6,607,135,0
21265,6,2,4,1909,861,0
57949,3,12,6,1346,199,0
76011,11,14,1,1546,2465,0
20562,5,29,1,2130,188,0
79131,11,12,6,1845,328,0
62224,10,5,3,1249,194,0
4463,7,1,6,625,252,0
76612,3,19,7,1356,532,0
67124,7,13,4,1315,733,0
80120,6,18,6,1928,207,0
28871,3,30,3,1100,284,0
74385,5,15,1,800,529,0
81764,11,25,5,917,226,0
60924,3,29,2,1300,528,0
10670,3,31,5,1055,307,0
84096,7,27,4,1155,466,0
71724,3,25,5,557,140,0
76069,11,30,3,935,233,0
67007,4,26,2,1657,2556,0
8720,5,16,1,1141,403,0
3996,12,25,7,1238,1674,0
3145,7,12,2,2234,152,1
10027,5,6,6,1926,185,0
11766,9,25,7,717,2125,0
7688,9,24,6,1459,2288,0
37505,5,15,1,734,859,0
57345,1,20,4,1358,1751,1
13714,3,16,4,1642,70,0
45881,12,1,4,1846,895,0
86158,1,2,7,1112,1009,1
60347,9,22,4,1137,438,1
66432,10,9,1,600,589,0
51256,12,16,5,1324,859,0
31828,3,5,6,1159,448,1
32155,12,4,7,733,693,0
53681,11,8,2,845,248,0
68755,1,14,6,1516,1035,0
36952,8,6,7,1849,314,1
86249,7,2,6,1038,987,0
28715,10,18,2,1405,336,0
34399,5,27,5,1850,1107,1
97413,12,18,7,818,500,0
65769,2,21,2,808,601,0
79732,3,14,1,648,605,0
24511,3,8,2,2042,432,0
96167,9,16,6,1430,214,0
34055,10,16,1,1235,116,1
85267,4,1,5,1548,546,1
12592,5,24,3,751,322,0
93972,12,10,7,2038,678,1
96987,8,4,5,1221,2486,0
14913,9,23,5,1740,256,1
92971,9,7,4,625,680,0
23223,10,19,3,2043,213,0
13488,12,31,7,1034,853,0
17457,4,28,4,1430,332,0
55741,2,4,5,1829,1747,0
19330,3,28,2,1300,533,1
16153,11,2,3,1303,551,0
44444,8,22,1,1857,1416,0
57513,9,5,2,2127,527,1
77346,7,10,1,1840,1545,0
83655,4,14,4,1915,651,0
89808,10,1,6,2051,679,0
62461,3,4,5,1608,597,0
30986,2,10,4,1440,641,0
86901,5,25,3,1517,946,0
23596,7,25,2,1038,137,0
85642,7,6,4,925,696,0
37807,9,26,1,1453,407,0
89648,6,7,3,1111,120,0
25278,2,10,5,855,2454,0
19200,9,16,5,804,157,0
72993,11,16,3,1445,588,0
38135,4,15,5,1918,610,0
64058,7,24,1,1929,558,1
23536,4,2,7,1640,248,1
41253,3,30,3,1607,951,1
77919,1,10,2,1759,268,0
13946,11,30,3,800,1065,0
22868,7,8,6,1107,98,1
15264,11,27,1,1651,772,0
82408,6,17,5,1942,2279,0
46239,10,4,2,1606,868,0
1284,11,28,2,2011,460,0
36114,6,5,7,1410,948,0
4188,2,15,2,1122,719,0
28220,11,7,1,1024,288,0
85421,5,14,6,1027,264,0
65317,11,10,5,1945,288,1
8148,1,15,6,1558,1440,0
83111,5,9,1,1437,1745,1
56246,11,30,3,1312,1050,0
9465,1,1,7,1300,366,0
1691,9,14,3,1852,589,0
88493,12,9,6,703,1440,0
40053,7,5,3,1532,267,0
59221,8,13,6,640,636,0
41972,5,25,4,1550,689,0
62091,10,8,7,1130,980,0
59147,8,2,3,1612,431,1
79199,3,8,3,1615,425,0
22361,7,27,3,1800,446,0
11114,10,21,6,1040,164,0
72297,8,20,7,1901,1671,0
33415,3,3,5,1605,1034,0
14062,1,7,5,925,806,0
43811,5,16,2,936,256,0
86991,10,29,6,1011,621,0
29827,4,19,3,1014,224,0
60284,7,5,2,1913,253,0
90862,4,16,7,1610,533,1
17302,4,9,7,1807,838,0
10255,2,11,5,1305,1050,0
79115,5,1,1,1035,292,0
77569,5,18,3,652,1855,0
90680,1,3,2,639,550,0
43160,6,13,2,1412,256,0
33731,11,1,3,1839,600,0
29745,7,8,5,1115,251,0
48862,12,12,1,630,308,0
91525,7,14,5,1827,644,1
22259,2,22,3,820,196,0
16391,2,19,6,1405,2556,0
27658,4,28,4,905,370,0
54106,5,2,2,1420,936,0
19953,5,27,6,1609,931,1
64586,10,23,1,602,234,0
24625,3,13,7,2206,569,0
32239,5,15,7,510,741,0
57665,12,11,7,1420,911,0
82124,5,16,1,1335,992,0
21174,1,13,4,1117,140,0
59617,11,25,5,555,130,0
60932,8,3,3,1405,925,0
22852,10,6,4,805,693,0
51621,10,27,4,1808,223,0
74386,4,24,1,745,668,0
25846,8,15,1,1015,200,1
47255,2,15,2,620,513,0
95845,1,31,1,1240,564,0
31170,1,17,2,1849,251,0
30290,3,10,4,739,925,0
32381,7,22,6,1038,925,0
67404,11,1,3,2207,262,0
2018,8,19,5,1502,543,0
26191,8,21,7,725,630,0
92888,9,17,6,851,849,0
6093,1,11,2,507,728,0
79896,9,28,3,1300,828,0
56746,5,13,6,1450,430,0
34653,9,1,5,1910,588,0
16315,5,10,3,1131,981,0
55250,10,5,4,838,569,0
48514,8,24,4,2334,1464,1
64933,12,9,6,1056,647,0
52976,2,5,6,1636,183,0
68029,5,17,2,2110,1262,0
87692,5,16,2,1903,1042,0
3593,3,26,6,1251,589,0
86689,9,29,4,1845,191,0
65996,6,22,4,1154,162,1
62691,12,8,4,1540,737,0
87530,6,26,7,813,227,0
10520,8,16,2,2312,542,1
29078,11,18,6,1603,304,0
71588,1,8,7,1359,1371,0
8021,9,2,6,543,692,0
88075,6,30,5,1229,1449,0
47708,4,9,6,1630,1912,0
26063,12,28,3,1114,475,0
56220,4,24,7,1856,631,0
66006,10,19,3,1913,1389,0
61100,3,14,1,1549,1372,0
54257,6,14,2,944,783,0
97738,6,21,3,1148,411,0
38493,6,3,6,1039,296,0
2347,6,11,7,1627,541,1
23725,3,10,4,1032,74,0
52749,5,1,1,1128,267,0
759,8,7,7,2036,910,0
82978,5,16,2,1839,892,1
35431,9,3,6,2154,671,0
75376,2,9,3,1528,416,0
17244,2,12,7,1406,129,0
59369,12,5,2,1123,361,0
12502,2,4,5,1814,1172,0
14045,9,27,3,2206,2475,0
6893,7,30,6,1204,334,0
36835,4,5,2,630,337,0
65407,4,13,4,654,406,0
99164,8,19,6,2109,671,0
12829,8,26,5,1010,449,0
30869,10,4,2,1355,296,0
36594,2,2,4,617,532,0
49391,12,4,1,1239,1471,0
30407,5,6,6,1510,1080,1
4016,8,25,5,706,1024,0
24925,10,18,2,1417,678,0
95535,5,28,7,1116,3386,0
90610,8,3,3,1342,267,0
48171,5,26,4,1211,895,0
70284,1,19,3,1405,1363,1
89885,12,13,3,1422,293,1
29364,7,4,1,1151,2254,0
99821,12,6,2,1145,639,0
92544,2,28,2,600,240,0
14176,11,6,7,725,605,0
58735,9,21,3,1950,487,1
18908,6,26,1,2037,2504,0
8623,9,26,2,650,833,0
29028,9,10,6,950,368,0
29518,6,24,6,1535,1400,1
29301,8,27,7,942,356,0
39906,10,17,1,1456,1076,0
12757,1,3,2,610,225,0
30590,4,16,6,1642,829,0
30168,12,19,2,632,272,0
95211,6,17,6,2009,545,0
743,2,15,3,1425,647,1
10780,10,19,3,1745,712,0
53392,2,3,5,1621,410,0
91323,12,18,7,1646,1069,0
62818,10,1,6,1829,745,0
56790,4,13,4,1239,399,0
78602,12,3,6,2009,547,0
9196,3,31,4,1522,895,0
22672,11,7,1,1831,680,1
60448,9,13,2,1406,1438,0
16863,6,8,3,1937,174,0
9983,8,27,6,636,1389,0
6507,6,28,3,2108,446,1
75313,1,20,5,1300,223,0
62532,4,13,4,1808,160,0
30264,1,6,4,1800,251,0
64910,6,24,6,1733,758,1
76988,8,16,3,812,991,0
33959,10,8,7,745,2358,0
46092,10,14,6,1532,1124,0
2825,11,14,2,1331,967,0
31943,9,24,6,1616,631,0
68004,11,9,4,2116,137,0
76714,5,10,2,840,2611,0
34771,9,18,1,715,89,0
88273,5,10,3,1851,354,0
25780,9,28,3,2235,78,0
11739,11,15,3,643,369,0
41037,10,24,1,1122,256,0
74122,12,8,5,854,256,0
87765,9,14,4,1848,926,1
26668,10,28,5,1708,2419,0
45809,7,5,3,2032,460,1
13832,2,9,4,1800,958,0
11964,2,26,7,2140,372,0
1944,5,20,5,1703,1389,0
40915,9,24,6,717,2327,0
31894,8,1,2,1143,346,0
24928,10,10,2,1144,532,0
43437,6,1,4,844,629,0
25290,9,10,7,1235,77,0
21999,7,25,1,1924,109,0
31952,4,7,4,847,2454,0
65305,1,15,6,1500,258,0
43008,12,1,4,1810,988,0
73438,4,20,4,1840,304,1
39414,4,12,2,945,333,0
66715,11,18,5,1920,399,0
89349,1,8,7,928,214,0
77676,5,30,1,2029,185,0
39703,5,2,1,1517,2556,0
88163,10,10,1,2204,548,1
82009,1,28,5,1310,872,0
90795,12,20,3,1831,611,1
19081,8,12,5,1505,1489,0
19089,3,14,1,2130,181,1
70235,4,20,3,1715,1276,0
28638,12,15,4,1443,314,0
22107,4,29,6,1326,200,0
10227,12,8,5,2254,732,0
12821,4,1,6,1230,1069,0
39654,1,28,6,1230,621,0
18860,11,26,6,1048,436,0
33380,2,16,3,2010,760,0
83163,4,15,6,1741,296,0
75581,3,19,7,1126,874,0
64518,9,24,7,2044,738,1
66169,10,3,2,655,913,0
88116,7,14,4,1359,733,0
56643,1,18,3,837,946,0
35174,10,7,6,1737,834,0
35979,4,23,7,1034,562,0
35588,7,5,3,554,312,0
36258,2,10,4,1046,1671,1
54225,10,21,6,1046,533,0
34997,10,18,2,845,1121,0
1262,1,20,4,825,367,0
43617,5,11,3,1556,874,0
49855,12,6,3,1158,1050,0
97068,3,10,5,1416,312,1
13728,3,25,5,1727,308,0
92484,6,16,5,1039,137,0
15205,9,18,7,2024,501,0
58837,1,28,5,1037,570,1
28180,7,28,5,2058,1258,1
80255,9,9,6,1535,1097,0
10343,3,12,6,800,1455,0
31712,3,1,3,1405,839,0
33135,6,30,5,1603,326,1
52764,1,11,2,1835,342,0
11684,4,25,1,1334,1231,1
6588,1,3,1,1933,463,0
64480,6,2,5,932,927,1
65444,9,10,6,935,738,0
91635,6,9,4,1711,1121,1
90571,9,6,2,1419,552,0
88415,11,24,4,1050,318,0
9649,4,30,6,1959,927,1
87924,3,3,4,600,221,0
9700,12,13,2,1923,2846,0
94639,9,1,5,853,333,0
36944,11,29,3,1538,319,1
62412,3,21,2,1511,563,0
69111,10,6,4,1300,148,0
77719,12,9,6,836,2401,0
20950,6,16,4,2332,223,0
47969,5,7,7,1227,895,1
92,5,9,1,758,1090,0
45816,7,2,6,748,634,0
51907,5,19,5,948,256,0
37344,12,23,5,1410,612,0
69554,6,15,3,1431,522,0
74991,7,25,1,850,545,0
48880,9,15,5,954,448,0
58324,11,21,2,1034,77,0
33277,7,20,4,2248,296,1
69918,11,8,2,929,852,0
91114,10,26,4,2215,223,1
9906,9,9,6,1050,1737,1
17872,10,23,1,1400,304,1
53991,5,16,1,1541,337,0
29823,11,15,3,1219,403,0
43577,10,26,4,721,634,0
95890,2,6,1,1321,403,0
64238,12,6,3,949,581,0
19524,5,6,5,1206,728,0
6585,4,24,7,1215,72,0
53640,1,22,7,947,1725,0
70057,8,9,3,2119,412,0
59811,10,3,2,627,246,0
65735,7,2,6,2300,2125,0
77884,7,5,2,1803,965,0
32065,11,21,1,1625,1107,0
77064,7,11,2,1219,1874,0
94353,1,30,7,723,950,0
64152,10,26,4,1231,2556,0
89585,8,20,7,1928,605,0
31152,10,29,7,1251,164,0
64739,11,19,6,2023,1069,0
78858,6,10,6,1425,100,0
6781,12,31,6,805,1189,0
79286,12,15,4,1507,1431,1
20682,3,25,5,858,866,0
95085,9,1,5,2041,484,1
31693,1,5,4,1505,743,0
11167,3,21,1,1430,255,0
42077,7,1,6,1909,1069,0
8121,8,31,4,2238,391,1
34748,11,20,1,923,1045,0
88196,5,12,5,911,602,0
92778,2,2,4,1954,1068,0
81674,11,9,4,1737,781,0
13443,8,4,5,906,229,0
93799,4,4,1,1815,291,0
27816,6,22,4,1947,1011,0
67313,10,5,3,946,238,0
1605,4,21,5,1615,1111,0
47458,8,26,5,1536,200,0
85475,11,3,4,1610,414,0
8329,8,1,2,913,745,0
2222,11,22,3,1229,214,0
50019,12,7,3,620,136,0
91869,2,16,3,733,100,0
28424,4,20,4,1619,680,0
7064,5,22,7,1625,294,0
98626,5,14,6,905,386,0
81838,2,20,1,605,214,0
79197,9,1,4,1448,391,0
12999,7,10,7,1222,662,0
99536,1,22,7,2018,967,0
47226,5,21,6,930,325,0
69897,6,27,1,830,1024,0
79364,1,17,2,838,632,0
52965,10,22,7,1043,783,0
53711,7,3,7,1037,288,0
78587,9,8,5,1717,336,0
78992,11,9,4,1802,211,1
14224,3,21,1,1445,906,1
47795,5,25,4,954,1721,0
21689,5,9,1,1404,2176,0
88553,7,25,2,1205,590,0
48294,8,16,2,1238,2036,0
74349,11,10,4,1700,1005,0
27117,3,8,2,1544,1521,0
32487,12,8,5,1559,370,0
62162,5,16,1,916,810,0
22163,4,17,1,2005,406,0
48336,7,17,1,1415,751,0
75910,1,16,1,1122,109,0
25056,1,31,1,1550,228,0
53617,9,5,2,640,83,0
63245,6,13,2,1751,910,0
52257,2,19,6,1811,215,0
7228,7,1,6,1245,214,1
60816,9,21,3,1545,235,0
58927,2,8,2,1644,354,0
47418,11,3,4,1636,304,0
54189,5,24,2,2241,2475,0
59761,11,14,2,1600,187,0
59549,9,26,2,620,455,0
39276,2,22,2,655,162,0
94652,9,8,4,1454,1781,0
17493,12,10,6,1535,361,0
21769,3,13,1,2025,576,0
83302,3,3,5,635,876,0
50164,11,15,3,2051,1416,1
54341,5,2,1,1855,764,0
30486,11,10,4,1059,646,0
46463,7,18,2,1730,554,0
86229,6,30,5,1908,1347,0
45145,11,17,4,1950,247,0
70954,2,21,1,628,459,0
38760,10,10,1,611,719,0
89194,5,1,1,940,307,0
49168,9,26,1,851,680,0
19055,3,29,3,1848,338,0
18951,2,17,4,1450,689,0
26494,3,24,5,756,813,0
50537,1,26,3,1835,373,0
95511,12,8,4,737,424,0
79865,10,14,6,1312,633,0
51809,9,15,4,1737,270,0
43774,10,15,7,657,1303,0
5866,5,25,3,2113,981,0
39656,5,17,2,735,575,0
22604,10,6,5,938,1282,0
26356,9,20,2,1720,1092,0
91349,5,26,5,1714,262,0
65811,5,20,5,1046,347,1
58536,4,16,7,1447,94,0
54635,7,26,2,819,246,0
54370,2,10,4,2118,326,0
19605,3,2,3,646,1536,0
80286,12,11,1,1220,576,0
32376,8,3,3,824,372,0
11639,10,14,5,600,325,0
39310,11,4,5,1900,679,0
24961,8,26,5,1852,373,0
84090,10,4,3,1353,1504,0
96774,8,8,1,1147,787,1
76549,2,6,1,2112,316,0
5115,9,12,1,1643,134,0
54022,3,16,3,2307,2398,0
76,12,15,4,1230,335,0
21576,10,18,2,1928,417,0
97494,8,9,2,915,659,1
84752,12,21,3,1446,639,1
85118,12,14,3,600,749,0
57452,11,23,3,1706,631,0
82851,7,12,3,1843,432,0
71094,5,3,3,2014,279,0
62723,2,3,4,759,762,0
61557,9,23,6,2344,100,1
21671,1,7,5,754,159,0
5744,1,24,1,1630,765,1
51418,3,1,2,1735,307,1
71567,3,29,2,1705,461,1
79894,11,15,2,1428,686,1
93113,6,30,4,1305,332,0
99835,7,15,6,1258,1192,0
31096,9,16,5,1922,374,0
97095,11,17,4,1345,181,0
29679,10,18,2,1140,2936,0
98314,2,18,5,1143,622,0
18537,9,15,4,1120,861,1
77188,4,17,7,1925,999,0
57778,10,21,6,1621,584,1
62776,8,28,7,1019,950,0
59279,4,27,4,2000,1521,1
22159,12,24,7,730,213,0
79053,4,20,4,2037,247,0
14947,4,28,5,1750,236,1
92728,9,28,4,1218,1660,0
85433,8,21,1,804,236,0
23293,6,15,4,554,337,0
50801,3,30,4,1730,874,0
28194,5,7,7,1649,1055,0
35451,5,15,7,1930,693,1
8548,3,3,5,1415,997,0
24852,1,27,4,1336,1721,1
71046,1,14,6,542,313,0
72569,3,3,5,1646,1737,0
39082,9,13,2,815,223,0
5620,2,26,6,1428,134,0
37831,8,6,7,831,301,0
73200,2,7,2,1525,545,0
80893,5,21,6,1151,1035,0
35289,3,2,3,1249,463,0
81460,12,13,3,1647,1975,0
15103,8,3,4,1902,403,0
9620,8,26,5,1720,668,0
42923,3,30,4,1126,422,0
49267,8,26,5,804,2176,0
17279,12,20,3,1919,689,1
58487,7,16,6,1411,1589,1
84128,8,28,1,1642,197,0
39122,7,16,7,1047,636,0
34431,3,21,1,1733,119,0
97604,12,15,5,643,313,0
19745,8,30,2,1800,229,0
48948,1,5,4,1412,1107,0
37394,3,7,2,1920,2575,0
76972,7,10,1,1029,2860,0
42073,9,14,3,1730,468,0
51079,5,5,4,1806,944,0
49544,9,20,3,1835,1258,0
1639,2,4,6,1937,577,1
1898,4,15,5,1609,523,0
38831,9,18,7,1952,770,0
36775,4,6,4,1558,633,0
3460,12,17,6,1846,1046,0
10753,5,31,2,1955,1726,0
4958,10,31,2,1618,998,0
15981,12,12,1,1121,2227,0
27823,10,30,7,2125,181,0
64351,11,24,4,944,1972,0
76583,11,26,6,2058,405,0
60473,7,24,7,1647,834,0
40693,3,22,2,1958,836,0
57839,12,28,4,2145,72,0
19587,2,14,1,1101,1235,0
45548,8,22,1,635,262,0
98242,6,23,5,1920,86,0
92776,10,31,1,646,601,0
8203,4,15,6,1114,1024,0
79283,7,20,4,2110,532,0
56836,11,7,1,1440,190,0
18665,11,13,7,1933,1504,0
52775,10,6,5,905,602,0
59632,8,16,3,1455,192,0
90841,9,15,4,1034,1009,0
3813,9,10,7,1950,1504,0
2523,3,28,2,1110,569,0
8533,5,27,5,1829,979,0
26941,7,15,5,1126,992,0
47084,5,12,4,1411,1276,0
971,8,27,7,1335,406,1
82598,6,21,2,1433,507,0
19572,8,6,6,1956,3329,0
28141,12,25,1,48,1199,0
5581,4,28,5,1133,280,0
23292,5,10,3,1902,424,1
43406,12,28,3,706,460,0
11442,3,1,3,1605,296,0
38102,1,2,1,1355,197,1
47774,8,4,4,1537,1597,0
4767,11,26,6,1448,393,1
78984,4,11,2,943,978,0
53670,6,1,4,708,303,0
26576,7,14,5,1604,4502,0
17980,8,17,4,846,2075,0
60239,1,25,2,1535,665,0
21177,2,25,5,634,373,0
53213,10,5,4,1115,596,0
55623,2,11,6,1325,406,1
71109,2,14,1,1657,1249,0
78490,2,28,2,1728,861,0
37467,8,10,4,2025,2182,1
27169,10,7,5,1445,485,0
1890,4,3,7,627,409,0
35509,3,24,4,1330,169,0
34286,7,3,1,1945,528,0
30514,12,13,3,832,134,0
40960,7,25,1,1223,868,1
13356,4,6,4,630,248,0
48387,7,8,6,1736,304,0
44104,3,4,5,1430,948,1
23869,8,5,6,1835,406,0
98361,9,18,1,736,308,0
7377,4,12,3,809,868,0
88123,1,18,2,1500,712,0
64862,12,17,7,1610,425,0
21750,8,19,6,1906,1444,0
85367,10,4,3,1445,2762,0
55241,2,1,3,1810,671,0
6301,6,1,3,920,397,0
77540,2,14,1,2245,316,1
43995,10,24,1,1430,239,0
38302,3,27,7,1935,2295,0
19002,3,13,1,1825,946,1
41018,1,14,6,1008,325,0
29574,10,6,4,2044,508,0
81562,12,24,7,1045,859,0
65637,10,18,2,1650,1024,0
38799,10,11,2,1304,647,0
71704,3,1,2,2010,1215,1
27922,11,28,2,2212,594,1
24640,9,16,5,1114,137,0
92924,1,27,4,918,1087,0
30786,11,11,6,757,2253,0
64940,10,2,1,1314,1069,0
49670,6,15,3,538,432,0
32806,4,20,3,806,1623,0
31252,6,20,1,1852,692,1
97577,12,28,4,729,576,1
82192,3,15,3,1039,581,0
18699,2,20,1,559,240,0
41507,11,6,7,1424,906,0
51890,9,8,5,1212,148,0
73968,5,1,7,1736,210,0
13574,2,7,2,1443,77,0
87330,10,18,3,641,663,0
17586,6,13,2,1538,760,0
79230,5,16,1,811,366,0
65052,7,18,2,611,414,0
78323,12,26,1,1503,871,0
4356,11,4,5,952,1456,0
13620,11,30,3,2101,460,0
59610,12,20,2,1813,1874,1
79243,2,3,5,1322,209,1
49825,11,12,7,637,397,0
39478,1,5,4,1935,304,0
58121,3,7,1,1440,201,1
40602,3,30,3,1407,619,0
97862,5,11,4,1158,342,0
56674,8,24,3,1259,838,0
23141,11,4,6,1127,1062,1
27494,4,30,7,1459,1846,0
70337,5,9,1,609,1208,0
90703,9,21,3,1248,288,0
57645,4,5,2,1227,772,0
62435,3,23,4,1615,215,1
32783,1,28,5,1112,745,0
61085,11,26,6,1940,588,0
93009,9,15,4,610,408,0
1800,12,14,4,2054,121,0
67266,9,5,2,720,216,0
65421,5,27,5,1723,548,0
9894,4,10,1,1320,371,0
91668,10,5,4,948,163,0
24596,11,1,2,1828,1372,1
93894,6,20,2,751,1416,0
97861,10,24,1,1045,1721,0
83754,2,27,7,1800,166,1
36713,6,9,5,1429,349,0
96853,5,31,2,840,328,0
75457,6,10,6,1745,577,1
3652,2,2,3,2012,351,0
39743,9,28,4,1756,602,0
34000,11,24,5,1440,821,0
19959,7,8,5,1739,868,1
36932,7,8,5,2232,2693,0
8737,7,7,4,1036,581,0
60217,2,15,2,1310,1999,0
28801,1,4,3,1815,732,1
36151,4,30,7,1010,1073,0
32573,4,17,7,1400,308,0
19484,12,22,5,2055,192,1
38929,2,15,2,1910,220,0
40931,4,17,7,753,850,0
19866,4,14,4,1230,301,0
80709,12,6,2,552,130,0
17368,5,9,2,911,1737,0
36429,3,29,3,1040,403,0
45774,11,21,1,1401,339,0
51805,4,22,5,815,188,0
64764,6,26,7,1921,581,0
54857,9,23,5,700,223,0
17498,6,26,7,1142,328,0
40422,3,8,3,1644,491,0
44584,3,4,5,1835,787,0
36025,3,15,3,1125,883,0
1179,5,25,3,659,612,0
96932,8,22,1,1539,337,0
72834,9,12,1,916,366,0
66394,8,22,1,1100,1333,0
46427,8,23,3,959,1037,0
89122,5,12,5,836,665,0
22319,6,25,7,1005,787,0
3541,4,8,6,741,853,0
49789,6,9,4,725,471,0
98200,5,29,7,830,414,0
87253,3,26,6,1212,895,0
52950,6,5,1,1156,919,0
82284,3,10,5,2030,95,0
83890,9,15,4,1342,1416,1
31681,7,31,7,1606,1589,1
54943,6,14,3,2059,301,0
42363,1,9,7,1353,200,0
53818,5,26,5,1553,987,0
86581,12,19,2,725,371,0
13601,7,17,7,1304,2447,0
63837,2,11,5,958,349,0
10122,5,21,6,1335,399,0
90965,11,19,6,1357,673,0
88954,10,26,4,1232,270,1
18734,12,28,3,1807,78,1
81382,6,4,7,1656,215,0
60296,11,25,5,2239,692,0
3664,9,1,5,1753,813,0
49436,8,21,7,1657,391,1
4964,7,7,5,849,247,0
73444,5,2,2,1305,752,0
86890,4,21,5,1128,188,0
28027,8,26,5,1510,190,0
15227,1,21,6,1756,185,0
53298,10,22,7,1644,978,1
94986,12,17,7,2216,453,0
73413,1,21,5,1458,762,0
98893,7,7,5,2151,1521,0
8369,1,8,6,1456,399,0
54505,12,21,4,758,957,0
86328,10,22,6,800,1671,0
84742,7,24,7,906,185,1
23282,12,27,2,1626,1237,1
91743,4,16,7,2103,240,0
89530,2,14,1,1024,288,0
82379,3,1,3,1740,639,0
69552,3,5,6,1028,441,0
82585,8,24,4,935,185,0
81407,7,7,5,1134,1476,0
51783,8,9,2,648,1300,0
95312,3,14,1,901,416,0
5302,12,4,7,1955,296,1
46320,3,15,2,1854,197,1
40413,4,2,7,1213,235,0
47248,2,10,5,1924,1009,1
38788,7,19,2,839,1013,0
28359,3,5,7,2107,1576,1
969,9,24,7,1349,336,0
27509,9,25,1,845,1028,0
34484,5,13,5,1152,742,0
45141,10,3,2,1129,2586,0
60861,9,21,3,1310,938,0
85019,1,19,4,614,826,0
58087,2,17,5,1659,150,0
15231,10,24,1,1303,760,1
31420,2,15,2,729,411,0
66126,12,26,1,1700,670,0
67008,5,25,4,1240,488,0
78691,6,21,3,2104,632,1
56015,9,3,6,1003,413,1
28824,6,30,4,1616,1372,0
24334,10,7,5,1035,806,0
83421,3,1,3,830,183,0
92570,12,9,5,1739,175,1
84572,9,27,2,642,594,0
16017,6,26,1,2350,604,0
99430,10,22,7,1054,992,0
47404,11,12,7,825,2039,0
47631,6,16,5,1255,383,1
62940,3,11,6,541,56,0
90823,12,26,2,1839,1236,0
2246,11,2,3,837,2556,0
53338,2,23,3,1111,1237,0
30603,1,12,3,1908,419,1
37796,3,11,5,549,95,0
75201,8,3,3,1025,189,0
74229,6,25,7,1515,1097,1
26546,5,26,5,1325,473,0
534,9,17,6,1442,304,0
63580,4,10,1,1301,408,0
11723,7,7,5,2145,274,1
12833,8,17,4,855,1569,0
96087,12,8,5,1633,116,0
93328,10,29,6,1432,957,0
87552,10,9,1,1039,276,0
